IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
155.248.179.132,80,80,false,NRT,Asia Pacific,Tokyo,77,7.72
138.2.24.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,168,7.71
141.147.191.211,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,7.70
150.230.101.13,2082,2082,false,HKG,Asia Pacific,Hong Kong,139,7.70
158.101.146.165,2082,2082,false,LAX,North America,Los Angeles,189,7.69
158.101.148.221,8443,8443,true,HKG,Asia Pacific,Hong Kong,148,7.68
150.230.217.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,7.68
150.230.219.83,2082,2082,false,HKG,Asia Pacific,Hong Kong,154,7.66
158.101.140.255,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,7.66
150.230.97.239,8443,8443,true,HKG,Asia Pacific,Hong Kong,177,7.66
158.101.89.33,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,7.65
132.145.124.198,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,7.64
168.138.208.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,149,7.64
138.2.20.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,7.64
155.248.176.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,7.64
84.235.167.194,443,443,true,FRA,Europe,Frankfurt,169,7.64
138.2.20.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,158,7.63
158.101.89.33,8443,8443,true,HKG,Asia Pacific,Hong Kong,164,7.62
158.101.147.4,8443,8443,true,HKG,Asia Pacific,Hong Kong,162,7.62
158.101.150.74,8080,8080,false,NRT,Asia Pacific,Tokyo,79,7.62
150.230.193.89,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,7.61
158.101.159.212,2083,2083,true,HKG,Asia Pacific,Hong Kong,152,7.61
141.147.189.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,7.61
138.2.14.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,211,7.60
168.138.217.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,206,7.60
132.145.127.21,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.59
158.101.68.100,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,7.59
158.101.81.4,2052,2052,false,HKG,Asia Pacific,Hong Kong,138,7.59
150.230.108.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,7.59
150.230.109.138,2087,2087,true,HKG,Asia Pacific,Hong Kong,153,7.59
152.70.106.185,2087,2087,true,HKG,Asia Pacific,Hong Kong,153,7.59
138.2.12.32,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.58
138.3.215.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,138,7.58
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,172,7.58
158.101.136.239,8880,8880,false,HKG,Asia Pacific,Hong Kong,151,7.58
150.230.104.197,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.57
155.248.176.98,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,7.56
138.3.211.101,2087,2087,true,HKG,Asia Pacific,Hong Kong,151,7.56
138.2.13.200,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,7.56
150.230.101.13,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.55
138.2.29.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,7.54
158.101.149.81,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,7.54
168.138.206.236,8080,8080,false,HKG,Asia Pacific,Hong Kong,161,7.54
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.54
150.230.212.87,8880,8880,false,HKG,Asia Pacific,Hong Kong,150,7.54
132.145.127.51,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,7.53
138.2.12.32,8443,8443,true,HKG,Asia Pacific,Hong Kong,190,7.53
152.70.104.69,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,7.53
168.138.217.146,80,80,false,HKG,Asia Pacific,Hong Kong,148,7.52
158.101.159.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,148,7.52
158.101.149.122,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.51
168.138.206.68,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,7.51
150.230.108.135,2082,2082,false,HKG,Asia Pacific,Hong Kong,145,7.50
158.101.155.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,192,7.50
168.138.206.236,2086,2086,false,HKG,Asia Pacific,Hong Kong,153,7.49
138.2.21.31,2096,2096,true,HKG,Asia Pacific,Hong Kong,200,7.48
168.138.200.155,8880,8880,false,SIN,Asia Pacific,Singapore,148,7.47
151.145.71.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,151,7.46
155.248.179.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,7.45
158.101.137.74,80,80,false,HKG,Asia Pacific,Hong Kong,148,7.45
158.101.136.239,2052,2052,false,HKG,Asia Pacific,Hong Kong,158,7.45
132.145.123.159,2083,2083,true,NRT,Asia Pacific,Tokyo,79,7.45
155.248.181.4,2082,2082,false,HKG,Asia Pacific,Hong Kong,149,7.45
138.2.29.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,158,7.44
138.2.31.68,2083,2083,true,HKG,Asia Pacific,Hong Kong,169,7.43
138.2.7.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,165,7.43
138.2.12.32,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,7.42
152.70.102.124,2052,2052,false,HKG,Asia Pacific,Hong Kong,132,7.42
150.230.97.239,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,7.42
138.2.14.209,2095,2095,false,LAX,North America,Los Angeles,191,7.42
168.138.211.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,7.42
158.101.137.74,2053,2053,true,HKG,Asia Pacific,Hong Kong,155,7.41
158.101.152.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,145,7.41
150.230.105.228,2052,2052,false,HKG,Asia Pacific,Hong Kong,136,7.41
158.101.88.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,7.40
168.138.209.244,80,80,false,NRT,Asia Pacific,Tokyo,87,7.40
158.101.137.74,2096,2096,true,HKG,Asia Pacific,Hong Kong,161,7.39
158.101.150.74,2095,2095,false,HKG,Asia Pacific,Hong Kong,147,7.39
141.147.114.31,443,443,true,FRA,Europe,Frankfurt,176,7.39
130.162.229.95,443,443,true,FRA,Europe,Frankfurt,167,7.38
168.138.192.185,2082,2082,false,HKG,Asia Pacific,Hong Kong,149,7.38
152.70.104.69,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.38
158.101.89.33,2082,2082,false,HKG,Asia Pacific,Hong Kong,154,7.37
138.3.214.43,8880,8880,false,HKG,Asia Pacific,Hong Kong,150,7.37
158.101.155.158,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,7.37
168.138.211.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,130,7.36
151.145.69.174,2052,2052,false,NRT,Asia Pacific,Tokyo,73,7.36
158.101.149.81,80,80,false,HKG,Asia Pacific,Hong Kong,144,7.35
141.147.97.49,443,443,true,FRA,Europe,Frankfurt,175,7.35
150.230.105.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,162,7.35
158.101.68.100,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.35
158.101.150.126,8443,8443,true,HKG,Asia Pacific,Hong Kong,236,7.34
150.230.196.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,7.34
138.3.211.101,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,7.32
138.2.29.102,2082,2082,false,NRT,Asia Pacific,Tokyo,85,7.31
150.230.219.83,2052,2052,false,HKG,Asia Pacific,Hong Kong,192,7.31
138.2.19.122,2086,2086,false,HKG,Asia Pacific,Hong Kong,153,7.30
158.101.155.246,80,80,false,HKG,Asia Pacific,Hong Kong,149,7.30
155.248.176.98,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,7.30
168.138.196.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,7.30
158.101.150.74,2053,2053,true,NRT,Asia Pacific,Tokyo,94,7.29
168.138.207.64,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,7.29
158.101.154.70,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.28
192.18.150.176,2087,443,true,YYZ,North America,Toronto,225,7.28
138.3.223.50,8080,8080,false,HKG,Asia Pacific,Hong Kong,206,7.28
155.248.179.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,151,7.28
155.248.176.68,8880,8880,false,HKG,Asia Pacific,Hong Kong,189,7.27
151.145.65.203,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,7.27
138.2.18.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,188,7.26
155.248.180.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,7.26
138.2.13.200,2087,2087,true,HKG,Asia Pacific,Hong Kong,168,7.25
158.101.159.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,198,7.25
152.70.106.185,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,7.25
138.2.8.232,2083,2083,true,NRT,Asia Pacific,Tokyo,135,7.25
151.145.70.28,2086,2086,false,SIN,Asia Pacific,Singapore,151,7.25
155.248.166.141,8080,8080,false,NRT,Asia Pacific,Tokyo,85,7.24
155.248.176.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,151,7.24
138.2.19.122,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,7.23
150.230.108.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,146,7.22
155.248.176.98,2083,2083,true,HKG,Asia Pacific,Hong Kong,154,7.22
129.153.61.213,443,443,true,YYZ,North America,Toronto,242,7.22
158.101.146.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,177,7.22
155.248.181.4,80,80,false,HKG,Asia Pacific,Hong Kong,146,7.22
132.145.124.198,2095,2095,false,SIN,Asia Pacific,Singapore,165,7.22
155.248.181.4,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,7.21
150.230.208.83,2095,2095,false,HKG,Asia Pacific,Hong Kong,141,7.20
158.101.152.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,7.19
138.2.29.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,153,7.18
152.70.107.26,2086,2086,false,LAX,North America,Los Angeles,190,7.18
138.3.217.39,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,7.18
152.70.102.124,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,7.18
155.248.185.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,149,7.17
151.145.65.203,2086,2086,false,LAX,North America,Los Angeles,186,7.17
155.248.180.103,80,80,false,SIN,Asia Pacific,Singapore,145,7.17
168.138.207.64,2096,2096,true,HKG,Asia Pacific,Hong Kong,191,7.15
158.101.149.122,2053,2053,true,LAX,North America,Los Angeles,192,7.15
138.3.208.9,2053,2053,true,SIN,Asia Pacific,Singapore,220,7.14
150.230.205.56,2086,2086,false,SIN,Asia Pacific,Singapore,153,7.14
138.2.12.32,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.14
132.145.125.86,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,7.14
138.2.29.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,7.13
150.136.241.40,8443,443,true,IAD,North America,Ashburn,222,7.12
155.248.179.132,8443,8443,true,NRT,Asia Pacific,Tokyo,96,7.12
130.61.109.6,2096,443,true,FRA,Europe,Frankfurt,182,7.12
138.2.7.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.10
155.248.166.141,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,7.10
152.70.103.145,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,7.10
168.138.200.159,8443,8443,true,SIN,Asia Pacific,Singapore,168,7.10
138.3.212.144,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,7.09
138.3.211.101,2086,2086,false,SIN,Asia Pacific,Singapore,154,7.09
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,75,7.08
138.3.217.39,2095,2095,false,HKG,Asia Pacific,Hong Kong,141,7.08
155.248.160.83,2082,2082,false,LAX,North America,Los Angeles,190,7.08
158.101.158.251,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,7.08
138.2.29.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,152,7.07
158.101.155.115,2096,2096,true,SIN,Asia Pacific,Singapore,200,7.06
141.147.109.163,443,443,true,FRA,Europe,Frankfurt,200,7.06
138.2.7.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,156,7.06
140.238.36.216,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.06
168.138.207.64,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,7.05
150.230.212.213,80,80,false,HKG,Asia Pacific,Hong Kong,143,7.05
150.230.205.56,80,80,false,HKG,Asia Pacific,Hong Kong,139,7.04
138.2.18.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,145,7.04
168.138.200.159,2095,2095,false,SIN,Asia Pacific,Singapore,152,7.04
158.101.146.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,7.04
150.230.201.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,7.03
155.248.182.244,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,7.03
155.248.187.37,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,7.03
150.230.107.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,7.02
141.147.68.81,443,443,true,FRA,Europe,Frankfurt,204,7.02
155.248.179.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,7.02
138.2.13.133,2083,2083,true,HKG,Asia Pacific,Hong Kong,201,7.02
158.101.69.144,2082,2082,false,NRT,Asia Pacific,Tokyo,82,7.02
158.101.149.81,8880,8880,false,HKG,Asia Pacific,Hong Kong,149,7.02
140.238.33.94,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.02
150.230.219.83,2086,2086,false,LAX,North America,Los Angeles,188,7.02
155.248.179.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,152,7.02
138.2.6.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,161,7.01
138.3.220.4,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,7.01
141.147.87.160,443,443,true,AMS,Europe,Amsterdam,165,7.01
168.138.196.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,141,7.01
152.70.104.69,8880,8880,false,NRT,Asia Pacific,Tokyo,86,7.01
150.230.107.197,8080,8080,false,NRT,Asia Pacific,Tokyo,79,7.01
168.138.195.31,80,80,false,HKG,Asia Pacific,Hong Kong,144,7.00
158.101.158.251,2096,2096,true,HKG,Asia Pacific,Hong Kong,144,7.00
168.138.208.17,8080,8080,false,NRT,Asia Pacific,Tokyo,78,6.99
138.3.211.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,156,6.99
158.101.89.33,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,6.98
151.145.71.40,80,80,false,NRT,Asia Pacific,Tokyo,82,6.98
155.248.176.98,2087,2087,true,SIN,Asia Pacific,Singapore,148,6.98
155.248.187.37,8443,8443,true,HKG,Asia Pacific,Hong Kong,147,6.97
158.101.81.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,161,6.97
158.101.150.126,2083,2083,true,NRT,Asia Pacific,Tokyo,77,6.96
151.145.65.203,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,6.95
158.101.140.154,8443,8443,true,NRT,Asia Pacific,Tokyo,113,6.95
155.248.180.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,147,6.95
168.138.200.155,8443,8443,true,NRT,Asia Pacific,Tokyo,92,6.95
158.178.246.169,2096,2096,true,SIN,Asia Pacific,Singapore,59,6.94
138.2.6.15,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,6.94
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,119,6.94
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,78,6.93
150.230.105.53,8443,8443,true,LAX,North America,Los Angeles,200,6.93
150.230.193.89,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.92
152.70.98.174,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,6.91
158.101.149.122,8880,8880,false,SIN,Asia Pacific,Singapore,150,6.90
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,88,6.90
138.2.24.114,2087,2087,true,HKG,Asia Pacific,Hong Kong,170,6.90
158.101.154.70,2096,2096,true,SIN,Asia Pacific,Singapore,180,6.90
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,88,6.89
150.230.208.113,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,6.89
158.101.145.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,6.89
158.101.140.255,80,80,false,HKG,Asia Pacific,Hong Kong,159,6.88
158.101.159.212,8080,8080,false,HKG,Asia Pacific,Hong Kong,186,6.88
150.230.109.138,8080,8080,false,SIN,Asia Pacific,Singapore,149,6.87
158.101.145.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,149,6.87
158.101.158.238,2053,2053,true,HKG,Asia Pacific,Hong Kong,162,6.86
155.248.182.244,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,6.86
155.248.180.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,147,6.86
158.101.152.221,2096,2096,true,HKG,Asia Pacific,Hong Kong,171,6.86
158.101.158.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,6.85
138.2.13.133,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,6.85
150.230.193.89,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,6.85
158.101.139.42,2095,2095,false,NRT,Asia Pacific,Tokyo,83,6.85
151.145.70.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,6.84
141.147.102.73,443,443,true,FRA,Europe,Frankfurt,199,6.84
158.178.246.169,80,80,false,SIN,Asia Pacific,Singapore,13,6.84
138.2.13.200,2083,2083,true,HKG,Asia Pacific,Hong Kong,233,6.83
155.248.182.244,2053,2053,true,HKG,Asia Pacific,Hong Kong,151,6.83
158.101.131.218,2087,2087,true,HKG,Asia Pacific,Hong Kong,157,6.83
155.248.167.70,80,80,false,HKG,Asia Pacific,Hong Kong,140,6.83
138.3.223.50,2083,2083,true,HKG,Asia Pacific,Hong Kong,148,6.82
150.230.213.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.82
138.3.210.114,8080,8080,false,HKG,Asia Pacific,Hong Kong,157,6.81
152.70.106.195,2087,2087,true,HKG,Asia Pacific,Hong Kong,177,6.79
158.101.155.158,80,80,false,HKG,Asia Pacific,Hong Kong,148,6.78
138.2.18.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,160,6.78
158.101.89.33,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,6.77
150.230.99.173,80,80,false,HKG,Asia Pacific,Hong Kong,141,6.77
155.248.176.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,158,6.77
138.3.210.114,80,80,false,HKG,Asia Pacific,Hong Kong,146,6.77
138.3.220.4,2082,2082,false,HKG,Asia Pacific,Hong Kong,151,6.76
150.230.214.218,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,6.76
132.145.123.112,2083,2083,true,HKG,Asia Pacific,Hong Kong,150,6.76
151.145.69.105,2052,2052,false,HKG,Asia Pacific,Hong Kong,133,6.76
152.70.99.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,6.75
158.101.89.33,2087,2087,true,NRT,Asia Pacific,Tokyo,132,6.75
168.138.192.185,8443,8443,true,SIN,Asia Pacific,Singapore,206,6.75
138.2.14.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,248,6.74
150.230.212.87,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.74
152.70.106.195,80,80,false,HKG,Asia Pacific,Hong Kong,146,6.73
140.238.60.71,2096,2096,true,NRT,Asia Pacific,Tokyo,78,6.73
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,202,6.73
138.3.223.50,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,6.72
138.2.9.66,2087,2087,true,NRT,Asia Pacific,Tokyo,100,6.72
158.101.140.255,2052,2052,false,HKG,Asia Pacific,Hong Kong,148,6.71
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,105,6.71
141.147.80.21,443,443,true,FRA,Europe,Frankfurt,188,6.70
193.122.197.111,443,443,true,IAD,North America,Ashburn,231,6.70
138.2.14.248,2087,2087,true,HKG,Asia Pacific,Hong Kong,131,6.69
158.101.136.239,2096,2096,true,HKG,Asia Pacific,Hong Kong,188,6.69
158.101.65.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,6.68
158.101.139.42,2087,2087,true,HKG,Asia Pacific,Hong Kong,148,6.68
158.101.152.221,2086,2086,false,SIN,Asia Pacific,Singapore,209,6.68
155.248.166.141,8443,8443,true,HKG,Asia Pacific,Hong Kong,151,6.68
138.2.29.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,148,6.67
141.147.88.140,443,443,true,AMS,Europe,Amsterdam,205,6.67
138.3.212.162,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.66
155.248.187.37,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,6.66
150.230.105.228,2096,2096,true,HKG,Asia Pacific,Hong Kong,193,6.65
168.138.212.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,190,6.64
155.248.166.141,80,80,false,HKG,Asia Pacific,Hong Kong,141,6.64
138.2.13.133,8443,8443,true,HKG,Asia Pacific,Hong Kong,148,6.64
155.248.187.37,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,6.64
138.2.6.15,80,80,false,HKG,Asia Pacific,Hong Kong,153,6.64
168.138.200.155,2096,2096,true,HKG,Asia Pacific,Hong Kong,192,6.64
155.248.176.28,8080,8080,false,SIN,Asia Pacific,Singapore,152,6.63
138.3.217.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,193,6.63
168.138.196.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,6.63
141.147.68.67,443,443,true,FRA,Europe,Frankfurt,169,6.63
132.145.123.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,162,6.63
138.2.8.232,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,6.62
168.138.212.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,191,6.61
150.230.109.138,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,6.61
140.238.121.51,443,443,true,AMS,Europe,Amsterdam,218,6.61
168.138.212.175,2087,2087,true,HKG,Asia Pacific,Hong Kong,166,6.60
138.2.136.76,443,443,true,FRA,Europe,Frankfurt,189,6.60
132.145.123.143,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,6.59
158.101.89.33,80,80,false,NRT,Asia Pacific,Tokyo,75,6.59
138.3.220.4,2095,2095,false,HKG,Asia Pacific,Hong Kong,141,6.59
158.101.182.200,443,443,true,AMS,Europe,Amsterdam,171,6.58
138.2.14.209,8080,8080,false,LAX,North America,Los Angeles,181,6.58
168.138.211.131,2082,2082,false,NRT,Asia Pacific,Tokyo,81,6.57
158.101.147.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,164,6.57
150.230.99.173,2052,2052,false,HKG,Asia Pacific,Hong Kong,151,6.57
138.3.210.114,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,6.55
155.248.166.141,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,6.55
158.179.183.2,8080,8080,false,HKG,Asia Pacific,Hong Kong,145,6.55
132.145.123.143,80,80,false,HKG,Asia Pacific,Hong Kong,144,6.54
150.230.101.13,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.54
150.230.99.173,2082,2082,false,HKG,Asia Pacific,Hong Kong,144,6.53
158.101.146.160,2087,2087,true,HKG,Asia Pacific,Hong Kong,168,6.53
132.145.125.86,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,6.53
158.101.147.4,2096,2096,true,HKG,Asia Pacific,Hong Kong,138,6.52
158.101.140.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.52
158.101.88.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,152,6.51
150.230.200.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,6.51
168.138.197.222,2086,2086,false,LAX,North America,Los Angeles,229,6.51
168.138.206.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,172,6.51
138.3.220.4,8443,8443,true,HKG,Asia Pacific,Hong Kong,152,6.51
158.101.137.74,2082,2082,false,HKG,Asia Pacific,Hong Kong,152,6.50
158.101.149.122,80,80,false,HKG,Asia Pacific,Hong Kong,153,6.50
158.101.140.154,8880,8880,false,SIN,Asia Pacific,Singapore,194,6.49
168.138.195.31,2086,2086,false,LAX,North America,Los Angeles,188,6.48
138.3.208.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,226,6.48
138.3.214.43,2052,2052,false,HKG,Asia Pacific,Hong Kong,139,6.47
152.70.98.174,80,80,false,LAX,North America,Los Angeles,194,6.47
158.101.146.160,2086,2086,false,HKG,Asia Pacific,Hong Kong,152,6.47
138.2.8.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,154,6.47
158.101.148.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,139,6.46
168.138.194.121,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,6.46
168.138.207.64,2083,2083,true,NRT,Asia Pacific,Tokyo,149,6.46
168.138.196.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,154,6.46
141.147.103.21,443,443,true,FRA,Europe,Frankfurt,261,6.46
158.101.159.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,148,6.45
158.101.142.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.44
158.178.246.169,2095,2095,false,SIN,Asia Pacific,Singapore,2,6.44
138.2.6.15,2052,2052,false,HKG,Asia Pacific,Hong Kong,155,6.44
132.145.123.112,80,80,false,HKG,Asia Pacific,Hong Kong,149,6.43
138.2.10.251,8443,8443,true,HKG,Asia Pacific,Hong Kong,153,6.43
158.178.246.169,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.42
132.145.127.51,2096,2096,true,SIN,Asia Pacific,Singapore,152,6.42
158.101.149.122,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,6.41
155.248.176.98,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,6.40
138.2.20.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.40
158.101.155.158,2087,2087,true,HKG,Asia Pacific,Hong Kong,211,6.39
158.101.150.74,80,80,false,HKG,Asia Pacific,Hong Kong,140,6.39
158.101.158.251,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,6.39
158.101.146.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,167,6.38
158.101.146.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.38
158.101.158.251,2087,2087,true,HKG,Asia Pacific,Hong Kong,184,6.37
158.101.145.246,80,80,false,HKG,Asia Pacific,Hong Kong,151,6.36
155.248.187.37,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,6.36
150.230.104.197,80,80,false,HKG,Asia Pacific,Hong Kong,150,6.36
152.70.104.69,2086,2086,false,HKG,Asia Pacific,Hong Kong,151,6.36
158.101.159.212,80,80,false,HKG,Asia Pacific,Hong Kong,145,6.36
150.230.200.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,6.35
150.230.216.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,6.35
168.138.209.84,2053,2053,true,HKG,Asia Pacific,Hong Kong,155,6.35
